food_group_id,country,project,food_article_0,food_article_1,food_article_2,food_article_3,food_article_4,food_article_5,food_article_6,food_article_7,food_article_8,food_article_9,food_article_10,food_article_11,food_article_12,food_article_13,food_article_14,food_article_15,food_article_16,food_article_17,food_article_18,food_article_19,food_article_20,food_article_21,food_article_22,food_article_23,food_article_24,food_article_25,food_article_26,food_article_27,food_article_28,food_article_29,food_article_30,food_label_0,food_label_1,food_label_2,food_label_3,food_label_4,food_label_5,food_label_6,food_label_7,food_label_8,food_label_9,food_label_10,food_label_11,food_label_12,food_label_13,food_label_14,food_label_15,food_label_16,food_label_17,food_label_18,food_label_19,food_label_20,food_label_21,food_label_22,food_label_23,food_label_24
kmeans_augmented_c0_g24,0,food,Sucrose,Mannitol,Dairy,Popcorn,Atkins diet,Plastic bag,Phosphoric acid,Ketogenic diet,Apple cider vinegar,Vanillin,Sucralose,Green tea,Baking powder,Unsaturated fat,Livestock,Yakult,Margarine,Food safety,Vegetarianism,Braces,Environmental impact of meat production,Magnesium,Decomposition,Juice,Genetically modified crops,Curcumin,Vitamin,Milk,Food preservation,Healthy diet,Stevia,,start,offer,food additives,acid,food and drink,beverage,protein,,operate,diet,organic compound,canada,processing,food,studies,carbohydrate,effects,nutrition,health,food politics,intake,increase,chemical formula,health
kmeans_plain_c6_g35,6,food,Taraxacum,Olive,Lingzhi mushroom,Blush,Ackee,Hazelnut,Rhubarb,Garlic,Momordica charantia,Walnut,Muskmelon,Flax,Ficus,Pear,Raspberry,Borage,Legume,Lime (fruit),Adansonia,Tannin,Chickpea,Blue Java banana,Soursop,Rosemary,Chrysanthemum,Celery,Cabbage,Asparagus,Lepidium meyenii,Kumquat,Mango,,edible plants,plant products,types of food,cultivars,fruit,dessert,flowers,,genus,cultivation,flora by continent,plants and humans,tree,version,plants,preparation,flowering plant,potato,cooking,,plant,leaves,cultivar,seeds
kmeans_augmented_c0_g4,0,food,Nutrition facts label,Apple cider vinegar,Sodium bicarbonate,Hazard analysis and critical control points,Human nutrition,Farmer,Genetically modified crops,Shellac,Acesulfame potassium,Fruitarianism,Food and Drug Administration,Chocolate,Paraben,Salt,Benzyl alcohol,Induction cooking,Paraffin wax,Lactose,Molasses,Chewing gum,Yakult,Sucralose,Livestock,Alum,Water supply,Lactose intolerance,Painting,A2 milk,Citric acid,World Food Programme,Acetone,offer,food additives,intake,,health,acid,beverage,nutrition,canada,organic compound,chemical formula,diet,studies,start,carbohydrate,processing,protein,food and drink,increase,,food,health,operate,food politics,effects
LDA_c2_g44,2,food,Parmigiano-Reggiano,Israeli cuisine,French toast,Polenta,Yogurt,Rye bread,Graham cracker,Meatloaf,Ramen,Capsicum,Salad,Carbonara,Japanese cuisine,Hollandaise sauce,Dim sum,Butter chicken,Egg foo young,Bacon,Squid as food,Australian cuisine,Béarnaise sauce,Black-eyed pea,Painting,Al pastor,Dolma,Goat meat,Chayote,Pasta,Flour,Bird's eye chili,Challah,serve,preparation,cuisine,,cuisine,,,beef,cuisine by continent,cuisine by country,ingredients,cooked,rice,,dish,pork,food,served,meat,call,culture by country,food and drink by country,bread,dishes,cheese
kmeans_augmented_c1_g4,1,food,Tea (meal),Sloppy joe,Al dente,Beef Wellington,Charcuterie,Fettuccine Alfredo,Sausage,Tea in the United Kingdom,Haggis,Scrapple,Condensed milk,Balsamic vinegar,Clotted cream,Arab cuisine,Portuguese cuisine,Graham cracker,Peking duck,Latte,Beef aging,Curry,Babka (cake),Chicago-style pizza,Easter egg,Breakfast,Cheesesteak,Fudge,Computer Science,Marmite,Wheat gluten (food),Chopsticks,Foie gras,,bread,sugar,food and drink by country,cuisine by region,served,salmon,cheese,range,dish,meat,traditional,beef,culture by country,pork,cuisine,cooked,preparation,cuisine,dishes,abalone,sea,,occur,cuisine by country
kmeans_plain_c1_g17,1,food,Betty Crocker,Five Guys,Coca-Cola formula,Convenience store,Starbucks,Dairy Queen,Woolworths Supermarkets,Compass Group,Coca-Cola,A&W Restaurants,A Charlie Brown Christmas,Amul,Heart Attack Grill,Olive Garden,Dole Food Company,Chick-fil-A,Foodpanda,Denny's,Coca-Cola Enterprises,Denny's,Lipton,Mathematical Statistics,Maggi,Archer Daniels Midland,Cadbury Creme Egg,Jimmy John's,Subway (restaurant),Coca-Cola formula,Swedish Fish,Cadbury,Horlicks,fast food,cultivate,white,company,operations,stores,brands,united kingdom,marketing,food product brands,companies by industry and year of establishment,united states,united,locations,chain,,brands,green,early,the coca-cola company,juice,establishments in the united states by year,food and drink companies by year of establishment,brand,soft drink
kmeans_plain_c6_g22,6,food,Ginger,Dill,Kudzu,Lilium,Herb,Chestnut,Nelumbo nucifera,Cochineal,Pumpkin,Momordica charantia,Adansonia,Papaya,Gros Michel banana,Brassicaceae,Shiso,Darjeeling tea,Rosemary,Almond,Yam (vegetable),Acorn,Cinnamon,Eggplant,Beetroot,Peanut,Bay leaf,Sassafras,Cucurbita,Mathematical Statistics,Monstera deliciosa,Artichoke,Peach,plants,flora by continent,types of food,cultivation,tree,leaves,plants and humans,fruit,dessert,plant products,genus,,flowering plant,plant,preparation,,cooking,seeds,flowers,edible plants,cultivar,potato,version,,cultivars
kmeans_plain_c6_g39,6,food,Alphonso (mango),Caper,Brassica oleracea,Guava,Turmeric,Gooseberry,Mung bean,Chayote,Oat,Echinacea,Ginkgo biloba,Liquorice,Cucumber,Bergamot orange,Pineapple,Braces,Okra,Artichoke,Yam (vegetable),Sugar-apple,Guarana,Pea,Achillea millefolium,Fruit,Radish,Kudzu,Kiwifruit,Paddy field,Vegetable,Ajwain,Jalapeño,version,flowers,,potato,plants and humans,cooking,plant products,flowering plant,cultivation,plant,leaves,cultivar,flora by continent,,genus,types of food,cultivars,fruit,,plants,dessert,edible plants,preparation,tree,seeds
kmeans_plain_c6_g38,6,food,Caraway,Basil,Buckwheat,Carambola,Thyme,Shiitake,Helianthus annuus,Urtica dioica,Tea,Parsley,Tamarind,Monstera deliciosa,Moringa oleifera,Rice,Nelumbo nucifera,Cumin,Salvia officinalis,Mandarin orange,Vicia faba,Watermelon,Cowpea,Coconut,Theobroma cacao,Crataegus,Basmati,Wheat,Gmail,Macadamia,Grape,Yuzu,Amaranth,preparation,cultivation,edible plants,plants,cultivar,genus,flora by continent,dessert,plant products,,potato,tree,types of food,cooking,version,plants and humans,flowering plant,seeds,leaves,plant,fruit,,cultivars,,flowers
kmeans_plain_c5_g2,5,food,Beef Wellington,Lassi,Samovar,Pastel de nata,Flour,Cappuccino,Paella,Ethiopian cuisine,Samosa,Japanese tea ceremony,Cheesecake,Espresso,Aioli,Hummus,Potato pancake,Fish sauce,Sloppy joe,Greek cuisine,Pico de gallo,Beignet,Thanksgiving,American cheese,Urdu,Challah,Arepa,Egg as food,Chopsticks,Bagel,Tempura,Head cheese,Paprika,occur,,traditional,food and drink by country,sea,cheese,meat,dishes,sugar,beef,abalone,pork,range,cooked,cuisine by region,preparation,,salmon,dish,served,bread,cuisine by country,culture by country,cuisine,cuisine
LDA_c6_g8,6,food,Meat,Casein,Coconut oil,Liquid–liquid extraction,Argan oil,Halite,Ethyl acetate,Dietary supplement,Water supply,Oil,Theophylline,Magnesium,Lactose intolerance,Maltose,Glycemic index,Lycopene,Glycine,Chardonnay,Liver,Seafood,Maillard reaction,Wheat,Refrigeration,Junk food,Golden syrup,Drinking water,Acetaldehyde,Beefalo,Taste,Saccharin,Computer Science,protein,water,studies,wine,,vineyards,carbohydrate,food,increased,,grapes,food and drink,use,effects,health,proteins,high,organic compound,nutrition,diet,,food politics,branches of biology,produce,levels
kmeans_plain_c5_g14,5,food,Béarnaise sauce,Lasagne,Indian cuisine,Vegetarianism by country,Lard,Casu marzu,Mathematical Statistics,Crêpe,Christmas dinner,Dim sum,Burrito,Aioli,Granola,Chorizo,Biscuit,Bangers and mash,American Chinese cuisine,Lo mein,Coq au vin,Roquefort,Ganache,Poultry,Pasta,Polish cuisine,Buffalo mozzarella,American cheese,Cooking,Jerky,Submarine sandwich,Pickled cucumber,Chowder,,cuisine,cuisine,beef,cuisine by country,sugar,abalone,cooked,bread,,pork,served,dishes,food and drink by country,cuisine by region,preparation,dish,sea,cheese,salmon,traditional,occur,range,meat,culture by country
kmeans_augmented_c0_g2,0,food,Refrigerator,George Washington Carver,Mathematical Statistics,Sodium chloride,Cultured meat,Oligosaccharide,Carrageenan,Juice,Hand washing,Theophylline,Protease,Ultra-high-temperature processing,Methyl salicylate,Red meat,Potassium chloride,Gum arabic,Capsaicin,Ranch,Tocopherol,Aspartame,Himalayan salt,Decomposition,Soybean,Malic acid,Diet Coke and Mentos eruption,Soy milk,Galactose,Orange juice,Paleolithic diet,Magnesium,Honey,food,food and drink,processing,operate,health,organic compound,increase,effects,chemical formula,acid,studies,intake,food additives,,protein,beverage,carbohydrate,health,,offer,diet,food politics,canada,start,nutrition
kmeans_augmented_c6_g12,6,food,Barley,Oryza sativa,Green bean,Liquorice,Tomato,Edible mushroom,Sesame,Computer Science,Crataegus,History of the potato,Okra,Aronia,Brassicaceae,Amaranth,Carambola,Grapefruit–drug interactions,Nutmeg,Taraxacum,Chayote,Phytolacca americana,Cranberry,Nelumbo nucifera,Peanut,Apricot,Quince,Spelt,Passiflora edulis,Bitter orange,Grapefruit,Basmati,Anise,plants,cultivars,,version,,tree,fruit,plant products,cooking,flora by continent,plant,genus,edible plants,types of food,dessert,leaves,preparation,cultivar,potato,flowering plant,,flowers,plants and humans,seeds,cultivation
LDA_c1_g43,1,food,Urtica dioica,Benzyl alcohol,Gmail,Echinacea,Pecan,Salmon,Algae,Soursop,Basil,Lychee,Drupe,Coffee,Citrus,Caper,Fishing,Blueberry,Orchidaceae,Lentil,Meyer lemon,Sesame,Morchella,Coconut crab,Haddock,Plum,Ackee,Maize,Lilium,Cuttlefish,Kumquat,Rosemary,Olive,species,,edible plants,ethnobotany,,seeds,plants,seed,,,specie,,,cultivation,genus,,types of food,grow,leaves,flora by continent,fruit,flowering plant,family ,plant,plants and humans
kmeans_plain_c0_g12,0,food,Quorn,Adolf Hitler and vegetarianism,Food preservation,Palm oil,Cultured meat,Food,Lactose intolerance,Sodium bicarbonate,Olive oil,Sucralose,A2 milk,Cereal,Magnesium,Protease,Agar,Gum arabic,Mathematical Statistics,Kala namak,Glutamic acid,Butter,Carnauba wax,Vitamin C,Veganism,Acesulfame potassium,Potassium chloride,Casein,Theophylline,Hemp,Margarine,Carrageenan,Oil,canada,operate,intake,food,carbohydrate,studies,food and drink,nutrition,beverage,effects,start,processing,,organic compound,,food additives,increase,health,protein,chemical formula,health,food politics,diet,acid,offer
LDA_c5_g15,5,food,Starburst (confectionery),Dairy,Thums Up,Mountain Dew,Nespresso,Cola,A2 milk,Lemonade,Marmite,Coca-Cola,"Meal, Ready-to-Eat",Naruto,Stop & Shop,Baileys Irish Cream,3 Musketeers (chocolate bar),AGA cooker,Chocolate,Canada Dry,Krispy Kreme,Starbucks,Convenience store,Dr Pepper,Girl Scout Cookies,Sodexo,Diet Coke,Diageo,Trader Joe's,Crown Royal,Doritos,Frappuccino,American cheese,market,,supermarket,company,the coca-cola company,coca-cola,,,brands by company,brands,product,,united,brand,united kingdom,soft drink,sell,food product brands,brands,companies by year of establishment,,food and drink companies by country,business,stores,products
LDA_c6_g26,6,food,Amylase,Acesulfame potassium,Soft drink,Burgundy wine,Monosodium glutamate,Golden rice,Coconut water,Galactose,Foie gras,Buffalo mozzarella,Fruitarianism,Lactose,Maltose,Unsaturated fat,Aquaculture,Cabernet Sauvignon,Aspartic acid,Blush,Food preservation,Mineral (nutrient),Sparkling wine,Cooking,Food irradiation,Citric acid,Malbec,Caffeine,Chlorella,Junk food,Malic acid,Diet Coke and Mentos eruption,Baking powder,levels,studies,organic compound,food politics,food and drink,,food,grapes,proteins,high,vineyards,nutrition,carbohydrate,effects,wine,water,,diet,protein,produce,use,,branches of biology,increased,health
kmeans_augmented_c4_g17,4,food,Barrel (unit),Computer Science,Barrel,Akvavit,Anheuser-Busch InBev,Ginger ale,Syrah,Pint glass,Mezcal,Arak (drink),Amarone,Apéritif and digestif,Aperol,Jägermeister,Moonshine,History of beer,Bar,Pale ale,Ale,Winemaking,Tequila Sunrise (cocktail),Pilsner,Mai Tai,Zinfandel,Tom Collins,Dionysus,United Spirits,Champagne,Margarita,Martini (cocktail),Pinot gris,,bottle,alcohol,alcohol,wine,brewery,alcoholic beverage,wines,wine,produced,beers,describe,,alcoholic drinks by country,episode,cocktail,alcoholic drinks,fermented drinks,grapes,place,,take,new york,,beer
kmeans_plain_c0_g23,0,food,Inedia,Low-carbohydrate diet,The China Study,Casein,Nutrition,Hairstyle,Curcumin,Malic acid,Dry ice,Dietary fiber,Taste,Nutrition facts label,Honey,Genetic engineering,Farmer,Astaxanthin,Amylase,Vitamin,Pressure cooking,Vitamin C,Methyl salicylate,Food,A2 milk,Ammonium chloride,Pasteurization,Glycemic index,World Food Programme,Liquid–liquid extraction,Organic food,Molasses,Coffee,beverage,,studies,health,offer,increase,effects,acid,food additives,intake,,carbohydrate,organic compound,food,processing,chemical formula,food and drink,nutrition,protein,operate,canada,food politics,diet,start,health
kmeans_augmented_c1_g23,1,food,Chopsticks,Wheat gluten (food),Cheesecake,Peruvian cuisine,Corn dog,Marinara sauce,Boiled egg,Turkish delight,Charcuterie,Lasagne,Sourdough,Fried chicken,Mathematical Statistics,Beef Wellington,Chorizo,Hollandaise sauce,Espresso,Submarine sandwich,Caesar salad,Injera,Cappuccino,Russian cuisine,Haggis,Butter chicken,Al pastor,Comfort food,Pork roll,Evaporated milk,Truffle,Gelato,Smörgåsbord,cooked,cuisine by country,dish,,food and drink by country,cheese,,cuisine,dishes,preparation,sea,pork,occur,beef,culture by country,served,meat,cuisine by region,sugar,cuisine,bread,salmon,abalone,range,traditional
LDA_c1_g23,1,food,Saffron,Theobromine,Sugarcane,Almond,Curry tree,Pecan,Hairstyle,Carrot,Maize,Benzyl alcohol,Guarana,Lepidium meyenii,Oyster,Flax,Herb,Fish,Camellia sinensis,Gros Michel banana,Drupe,Persimmon,Sumac,Flowering plant,Bean,Radish,Coconut,Melon,Plum,Capsaicin,Cherimoya,Lemon,Pineapple,,ethnobotany,grow,,plant,leaves,,fruit,specie,cultivation,,genus,,seeds,edible plants,plants,flora by continent,species,family ,plants and humans,types of food,flowering plant,seed,,
LDA_c2_g37,2,food,Oven,Russian cuisine,Urdu,Lutefisk,Kebab,Apple pie,Izakaya,Samosa,Spice,Gyro (food),Portuguese cuisine,Grilling,Sandwich,Cheese,Poached egg,Cheese,Turkish cuisine,Welsh rarebit,Salad,Stir frying,Beef bourguignon,Air fryer,Fruit preserves,Roti,Eggplant,Buttermilk,Fiddlehead fern,Jalapeño,Turducken,Carbonara,Doneness,cuisine,meat,rice,served,cuisine,pork,beef,,cheese,preparation,cuisine by country,serve,call,cooked,,cuisine by continent,culture by country,,ingredients,food,dish,food and drink by country,dishes,,bread
kmeans_augmented_c0_g9,0,food,Guinea pig,History of coffee,Maple syrup,Coffee,Salt,Atkins diet,Microwave oven,Nutrient,Food safety,Aspartic acid,Acetone,Water,Quorn,Pasteurization,Liquid–liquid extraction,Carrageenan,Gmail,Botulism,Nutrition,Red meat,Baker's yeast,Chocolate,Ranch,Decomposition,Sugar substitute,Organic food,Plastic bag,Adolf Hitler and vegetarianism,Green tea,Gelatin,Milk,intake,chemical formula,operate,canada,health,acid,food politics,start,processing,offer,diet,nutrition,,food and drink,protein,carbohydrate,beverage,health,food additives,effects,,increase,studies,organic compound,food
kmeans_plain_c0_g5,0,food,Drinking water,Food,Honey,Camphor,Juice,Earbuds,Glycemic index,Yakult,Paleolithic diet,Oligosaccharide,Potassium chloride,Golden rice,Ultra-high-temperature processing,Veganism,Vanillin,Gum arabic,Caffeine,Infant formula,Decomposition,Lactose intolerance,Borax,Hand washing,Carnauba wax,Mannitol,Soybean,Refrigeration,Hazard analysis and critical control points,Sugar substitute,Molasses,Malic acid,Orange juice,food and drink,intake,nutrition,health,offer,,food,diet,,carbohydrate,food additives,processing,chemical formula,start,beverage,organic compound,canada,protein,increase,food politics,studies,operate,health,effects,acid
kmeans_augmented_c4_g4,4,food,Ginger ale,Amaretto,Cocktail,Drink,Amaro (liqueur),Sauvignon blanc,Mai Tai,Barrel (unit),Syrah,Tanqueray,Malt liquor,Sparkling wine,Sauvignon blanc,Pint glass,Jim Beam,Microbrewery,Burgundy wine,Johnnie Walker,Bar,Cognac,Jägermeister,"Bureau of Alcohol, Tobacco, Firearms and Explosives",Champagne,Absinthe,Anheuser-Busch InBev,Chardonnay,Asahi Breweries,Hairstyle,Cider,Temperance movement,Shot glass,,brewery,bottle,beer,produced,alcoholic drinks by country,alcoholic beverage,describe,,,alcoholic drinks,wines,alcohol,,wine,episode,new york,grapes,beers,wine,cocktail,fermented drinks,alcohol,place,take
LDA_c1_g5,1,food,Benzaldehyde,Coffee bean,Common fig,Sugar beet,Cherry,Flowering plant,Pomegranate,Banana,Alfalfa,Boletus edulis,Strawberry,Pomelo,Oryza sativa,Amaranth,Salmon,Alphonso (mango),Mandarin orange,Orchidaceae,Watermelon,Tuna,Drupe,Anthocyanin,Sassafras,Edible mushroom,Computer Science,Cherry blossom,Pitaya,Crab,Celery,Coconut,Shiso,edible plants,ethnobotany,species,plants,,cultivation,specie,,flowering plant,types of food,plants and humans,grow,,flora by continent,fruit,seeds,,,family ,leaves,,seed,,genus,plant
kmeans_augmented_c6_g11,6,food,Oat,Lemon,Radish,History of tea,Coconut,Watermelon,Durian,Basil,Walnut,Key lime,Broccoli,Lavandula,Camellia sinensis,Portulaca oleracea,Bird's eye chili,Saffron,Brazil nut,Fruit,Earbuds,Shiso,Chestnut,Quinoa,Parsley,Cinnamon,Celery,Blackberry,Lentil,Raspberry,Persimmon,Salvia officinalis,Tannin,flora by continent,plants and humans,plant,flowering plant,,plants,cultivar,seeds,types of food,dessert,,genus,,cultivars,cooking,preparation,flowers,edible plants,potato,leaves,version,tree,fruit,plant products,cultivation
LDA_c6_g11,6,food,Microwave oven,Golden rice,Saccharomyces cerevisiae,Soylent (meal replacement),Citric acid,Foodborne illness,Merlot,Stevia,Sodium bicarbonate,Baker's yeast,Buffalo mozzarella,Goat,Soy milk,Syrah,Farmer,Galactose,Vegetarianism,Gmail,Ammonium chloride,Fish farming,Decaffeination,Camel,Chewing gum,Salt,Colostrum,Brix,Infant formula,Amarone,Healthy diet,Fructose,Soybean,proteins,,diet,food and drink,produce,food politics,water,organic compound,carbohydrate,vineyards,high,,use,branches of biology,protein,nutrition,studies,effects,,health,grapes,food,increased,levels,wine
kmeans_plain_c3_g12,3,food,Temperance movement,Amaretto,Vodka,Moonshine,Fireball Cinnamon Whisky,Alcohol by volume,Pub,Bitters,Burgundy wine,Rioja (wine),Caesar (cocktail),Prohibition,Pub,Sangiovese,Vodka,Jack Daniel's,Draught beer,Urdu,Moët & Chandon,Microbrewery,Aperol,Slivovitz,Lambic,Sauvignon blanc,Pinot gris,"Bureau of Alcohol, Tobacco, Firearms and Explosives",Anheuser-Busch InBev,Ale,Jägermeister,White Russian (cocktail),Stout,beers,,,,beer,take,produced,wine,describe,brewery,wines,alcohol,alcoholic beverage,alcoholic drinks by country,cocktail,grapes,wine,fermented drinks,episode,alcohol,place,,new york,alcoholic drinks,bottle
kmeans_augmented_c5_g7,5,food,Oyster,Dromedary,Japanese spider crab,Clam,Rabbit,Bushmeat,Anchovy,Fish,Anglerfish,Salmon,Haddock,Mantis shrimp,Cuttlefish,Herring,Fugu,Camel,Northern pike,Sashimi,Shrimp,Beluga (sturgeon),Cicada,Surimi,Prawn,Scallop,Algae,Gmail,Snail,Grasshopper,Common pheasant,Fish farming,Catfish,,seafood,atlantic ocean,animal-based seafood,soup,,females,sea,species,fishing industry,,fishing,fish,fry,fishing,vegetable,crustacean,fisheries,,waters,salt,mollusc,cake,,primary industries
kmeans_augmented_c6_g4,6,food,Edible mushroom,Bean,Turnip,Grapefruit–drug interactions,Typha,Thyme,Alphonso (mango),Spelt,Cowpea,Barley,Coconut,Artemisia absinthium,Black tea,Vicia faba,Yuzu,Chrysanthemum,Caper,Achillea millefolium,Ackee,Celery,Beetroot,Alfalfa,Borage,Mathematical Statistics,Lychee,Bitter orange,Oryza sativa,Apricot,Quinoa,Blue Java banana,Pumpkin,cultivation,seeds,flowering plant,genus,leaves,,version,plants and humans,flowers,plants,,plant products,,fruit,flora by continent,potato,dessert,edible plants,tree,plant,cooking,preparation,cultivar,cultivars,types of food
LDA_c1_g25,1,food,Catfish,Carp,Typha,Common fig,Cannabis,Mussel,Pomelo,Camphor,Anise,Tamarind,Habanero,Chestnut,Hazelnut,Blackberry,Dromedary,Earbuds,Rainbow trout,Coriander,Fruit,Carambola,Butterfly pea flower tea,Garlic,Amaranth,Vaccinium vitis-idaea,Cranberry,Brassica oleracea,Sunflower oil,Salvia officinalis,Guava,Tuna,Peach,,edible plants,specie,seed,species,plants and humans,cultivation,fruit,ethnobotany,,grow,leaves,flora by continent,family ,plant,,flowering plant,plants,,,types of food,,,seeds,genus
kmeans_augmented_c1_g49,1,food,Wedding cake,Steak,Marzipan,Pudding,Idli,Chopsticks,Corn dog,Types of cheese,Mediterranean cuisine,Potato chip,History of the hamburger,Paella,Barbecue,Goat meat,Head cheese,Gyro (food),Fish and chips,Century egg,Types of cheese,Russian cuisine,Burns supper,Cooking,Poutine,Zongzi,Vegetarianism by country,Pastel de nata,Takeru Kobayashi,Lasagne,Dosa,Tempeh,,cheese,cuisine by region,served,pork,cuisine by country,meat,,sea,bread,cooked,traditional,salmon,occur,cuisine,dishes,cuisine,range,,culture by country,preparation,food and drink by country,dish,abalone,sugar,beef
LDA_c4_g5,4,food,Ambrosia,Ale,Alcohol proof,Lager,Whisky,Drambuie,Tanqueray,Latte,Stout,Jim Beam,Fireball Cinnamon Whisky,Cocktail,Beer,Naruto,Silphium,Pub,Mead,History of chocolate,Eggnog,Cider,Arak (drink),Prosecco,Angostura bitters,Pale ale,Alcohol by volume,Mezcal,History of beer,Apéritif and digestif,Aperol Spritz,Pilsner,Espresso,alcoholic beverage,alcohol,alcoholic drinks by country,produce,,cocktail,alcoholic drinks,alcohol by volume,,,drink,,drug culture,,beers,beer,,,brewery,wine,alcohol,fermented drinks,brewing,,
kmeans_augmented_c0_g19,0,food,Genetic engineering,Sunflower oil,FODMAP,Veganism,Decaffeination,Potassium nitrate,Glycemic index,Liquid–liquid extraction,Potassium iodide,Agar,Beta-Carotene,Saccharomyces cerevisiae,Monosodium glutamate,Hazard analysis and critical control points,Braces,Carnauba wax,Camphor,Baking powder,Decomposition,Himalayan salt,Lactose intolerance,Nutrient,Menthol,Food safety,Salt,Inedia,Induction cooking,Ethyl acetate,Lactose,Gum arabic,Pectin,,diet,food politics,food additives,operate,organic compound,offer,processing,food,,studies,intake,start,food and drink,increase,acid,effects,health,beverage,canada,protein,nutrition,carbohydrate,chemical formula,health
kmeans_plain_c6_g5,6,food,Pear,Anise,Assam tea,Lemon,Silphium,Jackfruit,Agave,Blue Java banana,Grapefruit,Brassica oleracea,Kale,Mung bean,Celery,Chestnut,Helianthus annuus,Kudzu,Plant,Camellia sinensis,Bell pepper,Naruto,Garlic,Peach,Lycopene,Chayote,Nut (fruit),Tomato,Apricot,Potato,Cherry blossom,Basmati,Citron,preparation,cultivars,,types of food,dessert,edible plants,leaves,tree,cooking,flowers,seeds,fruit,plants and humans,genus,plants,cultivar,,cultivation,,flowering plant,potato,version,plant products,flora by continent,plant
kmeans_augmented_c0_g7,0,food,Diet Coke and Mentos eruption,Gum arabic,Acesulfame potassium,Vitamin C,A2 milk,Tocopherol,Caffeine,Oligosaccharide,Paraffin wax,Hazard analysis and critical control points,George Washington Carver,Cultured meat,Vitamin,Ethyl acetate,Sorbitol,Sea salt,Kombucha,Weight loss,Dietary fiber,Borax,Margarine,Human nutrition,Infant formula,Food,Painting,Sugar beet,Pectin,Hemp,Glutamic acid,Inedia,Benzaldehyde,offer,organic compound,chemical formula,effects,studies,,nutrition,start,increase,processing,protein,food additives,acid,health,beverage,food,intake,health,,food and drink,food politics,carbohydrate,canada,diet,operate
LDA_c6_g14,6,food,Environmental impact of meat production,Hand washing,Rioja (wine),Vegetable,Potassium iodide,Winemaking,Human nutrition,Sugar,Fruitarianism,Guinea pig,Bushmeat,Inedia,Egg as food,Vitamin,Aspartame,Cooking,Trans fat,Paraben,Coconut oil,Fermentation,Animal slaughter,Human nutrition,Animal slaughter,Olive oil,Glucose,Oligosaccharide,Vitamin C,Ammonium chloride,Computer Science,Potassium nitrate,Foie gras,vineyards,proteins,grapes,levels,produce,food and drink,organic compound,carbohydrate,wine,increased,nutrition,,food,studies,use,effects,high,diet,protein,,branches of biology,food politics,water,health,
kmeans_augmented_c6_g6,6,food,Curry tree,History of tea,Darjeeling tea,Flax,Acorn,Sweet corn,Pineapple,Papaya,Eggplant,Earbuds,Turmeric,Vegetable,Portulaca oleracea,Opuntia,Habanero,Fennel,Kale,Herb,Annatto,Amaranth,Coffea,Liquorice,Peanut,Lime (fruit),Watermelon,Cruciferous vegetables,Boletus edulis,Cassava,Moringa oleifera,Black pepper,Wasabi,types of food,potato,version,flora by continent,plants and humans,plant products,preparation,plant,leaves,cultivation,genus,tree,seeds,plants,cooking,flowers,,fruit,,cultivars,edible plants,flowering plant,dessert,,cultivar
kmeans_augmented_c1_g20,1,food,Pasta,Bain-marie,Aioli,Lard,Brunch,Chicken Kiev,Curing (food preservation),Gumbo,Grits,Rye bread,Turducken,Mooncake,Naruto,Cuban sandwich,Cake,Doughnut,Roti,Kimchi,Buttermilk,Falafel,Dosa,Pickled cucumber,Deep frying,Mince pie,Nathan's Hot Dog Eating Contest,Bagel,Turkish coffee,Matcha,Spam (food),Meat,Yolk,salmon,sea,traditional,served,culture by country,,cheese,cooked,cuisine by country,cuisine,dish,occur,sugar,preparation,,meat,dishes,bread,abalone,cuisine by region,beef,range,pork,food and drink by country,cuisine
kmeans_plain_c5_g19,5,food,Rye bread,Kofta,Welsh rarebit,Arepa,Spaghetti,Caesar salad,Babka (cake),Hamburger,Horse meat,Baguette,Ham,Cheesecake,Étouffée,Balut (food),Baked potato,Japanese tea ceremony,Mince pie,Takeru Kobayashi,Arab cuisine,Cuban sandwich,Macaron,Buttermilk,Australian cuisine,Injera,Wagyu,Foie gras,Soy sauce,Cheesesteak,Marmite,Hairstyle,Breakfast,,food and drink by country,abalone,,dish,range,cuisine by country,sugar,served,bread,sea,culture by country,cuisine,preparation,cuisine,traditional,cheese,salmon,cuisine by region,cooked,beef,occur,dishes,pork,meat
LDA_c3_g18,3,food,Hooters,Last meal,Knott's Berry Farm,Jack in the Box,Poutine,Taco Bell,Tootsie Roll,My Kitchen Rules,Super Size Me,A Charlie Brown Christmas,Keith Floyd,Whopper,Cuban sandwich,Submarine sandwich,Jessica Seinfeld,The Gods Must Be Crazy,Mary Berry,Jollibee,Rick Stein,Howard Johnson's,Howard Graham Buffett,Buffet,B. Smith,Nolan Bushnell,Space Needle,Hairy Bikers,Home economics,Michelin Guide,Giada De Laurentiis,Marcus Wareing,Painting,restaurants by year of establishment,new york city,new,,restaurants by type,food,locations,location,restaurant chain,work,restaurants by time,menu,restaurants by century of establishment,restaurants,opened,city,,year,restaurant,restaurants,chain,united states,time,,fast food
